Date,Close,Volume
2017-01-03 00:00:00-05:00,27.09584808,115127600
2017-01-04 00:00:00-05:00,27.06552124,84472400
2017-01-05 00:00:00-05:00,27.20316124,88774400
2017-01-06 00:00:00-05:00,27.50642586,127007600
2017-01-09 00:00:00-05:00,27.75837517,134247600
2017-01-10 00:00:00-05:00,27.7863636,97848400
2017-01-11 00:00:00-05:00,27.93566704,110354400
2017-01-12 00:00:00-05:00,27.81902504,108344800
2017-01-13 00:00:00-05:00,27.7700367,104447600
2017-01-17 00:00:00-05:00,27.99398804,137759200
2017-01-18 00:00:00-05:00,27.99165344,94852000
2017-01-19 00:00:00-05:00,27.94266701,102389200
2017-01-20 00:00:00-05:00,27.99398804,130391600
2017-01-23 00:00:00-05:00,28.01265144,88200800
2017-01-24 00:00:00-05:00,27.98698807,92844000
2017-01-25 00:00:00-05:00,28.43255997,129510400
2017-01-26 00:00:00-05:00,28.44655418,105350400
2017-01-27 00:00:00-05:00,28.44889069,82251600
2017-01-30 00:00:00-05:00,28.37423897,121510000
2017-01-31 00:00:00-05:00,28.30891991,196804000
2017-02-01 00:00:00-05:00,30.03521538,447940000
2017-02-02 00:00:00-05:00,29.98389626,134841600
2017-02-03 00:00:00-05:00,30.11220169,98029200
2017-02-06 00:00:00-05:00,30.39447021,107383600
2017-02-07 00:00:00-05:00,30.68375206,152735200
2017-02-08 00:00:00-05:00,30.80271339,92016400
2017-02-09 00:00:00-05:00,31.02529526,113399600
2017-02-10 00:00:00-05:00,30.95500946,80262000
2017-02-13 00:00:00-05:00,31.22912979,92141600
2017-02-14 00:00:00-05:00,31.6344738,132904800
2017-02-15 00:00:00-05:00,31.74926567,142492400
2017-02-16 00:00:00-05:00,31.71177864,90338400
2017-02-17 00:00:00-05:00,31.79846954,88792800
2017-02-21 00:00:00-05:00,32.02808762,98028800
2017-02-22 00:00:00-05:00,32.12414551,83347600
2017-02-23 00:00:00-05:00,31.98825264,83152800
2017-02-24 00:00:00-05:00,32.01870346,87106400
2017-02-27 00:00:00-05:00,32.08195877,81029600
2017-02-28 00:00:00-05:00,32.09602356,93931600
2017-03-01 00:00:00-05:00,32.75204849,145658400
2017-03-02 00:00:00-05:00,32.55757904,104844000
2017-03-03 00:00:00-05:00,32.74971008,84432400
2017-03-06 00:00:00-05:00,32.64662552,87000000
2017-03-07 00:00:00-05:00,32.68879318,69785200
2017-03-08 00:00:00-05:00,32.5669632,74828800
2017-03-09 00:00:00-05:00,32.49198151,88623600
2017-03-10 00:00:00-05:00,32.59975433,78451200
2017-03-13 00:00:00-04:00,32.61381149,69686800
2017-03-14 00:00:00-04:00,32.56462097,61236400
2017-03-15 00:00:00-04:00,32.90903473,102767200
2017-03-16 00:00:00-04:00,32.96291733,76928000
2017-03-17 00:00:00-04:00,32.79891586,175540000
2017-03-20 00:00:00-04:00,33.14332199,86168000
2017-03-21 00:00:00-04:00,32.76375961,158119600
2017-03-22 00:00:00-04:00,33.13395691,103440800
2017-03-23 00:00:00-04:00,33.01679993,81385200
2017-03-24 00:00:00-04:00,32.95119858,89582400
2017-03-27 00:00:00-04:00,33.00743103,94300400
2017-03-28 00:00:00-04:00,33.69156647,133499200
2017-03-29 00:00:00-04:00,33.76654816,116760000
2017-03-30 00:00:00-04:00,33.72203064,84829200
2017-03-31 00:00:00-04:00,33.65877533,78646800
2017-04-03 00:00:00-04:00,33.66814423,79942800
2017-04-04 00:00:00-04:00,33.91884232,79565600
2017-04-05 00:00:00-04:00,33.74311066,110871600
2017-04-06 00:00:00-04:00,33.65877533,84596000
2017-04-07 00:00:00-04:00,33.58378983,66688800
2017-04-10 00:00:00-04:00,33.5439682,75733600
2017-04-11 00:00:00-04:00,33.18315887,121517600
2017-04-12 00:00:00-04:00,33.22297287,81400000
2017-04-13 00:00:00-04:00,33.04726028,71291600
2017-04-17 00:00:00-04:00,33.23001862,66328400
2017-04-18 00:00:00-04:00,33.08240891,58790000
2017-04-19 00:00:00-04:00,32.96056747,69313600
2017-04-20 00:00:00-04:00,33.37293243,93278400
2017-04-21 00:00:00-04:00,33.33310318,69283600
2017-04-24 00:00:00-04:00,33.65408325,68537200
2017-04-25 00:00:00-04:00,33.86260986,75486000
2017-04-26 00:00:00-04:00,33.66345596,80164800
2017-04-27 00:00:00-04:00,33.68923187,56985200
2017-04-28 00:00:00-04:00,33.65642548,83441600
